Total Surveyed,Bootcamp Attended,% Attended,Avg Age,% Has Degree,% Male,% Female,% Nonbinary,Average Post Bootcamp Salary
15620,953,6.10%,31.07,66.84%,59.54%,39.14%,1.32%,"$63,740.51 "
